"iso3c","date","National.accounts.base.year","NABY","NABY_dates"
"MYS",2016,"2010","2010","2010"
"MYS",2017,"2010","2010","2010"
"MYS",2018,"2010","2010","2010"
"MYS",2019,"2015","2015","2015"
"MYS",2020,"2015","2015","2015"
"MYS",2021,"2015","2015","2015"
"MYS",2022,"2015","2015","2015"
"NAM",2016,"2010","2010","2010"
"NAM",2017,"2010","2010","2010"
"NAM",2018,"2010","2010","2010"
"NAM",2019,"2010","2010","2010"
"NAM",2020,"2015","2015","2015"
"NAM",2021,"2015","2015","2015"
"NAM",2022,"2015","2015","2015"
"NCL",2016,"1990","1990","1990"
"NCL",2017,"1990","1990","1990"
"NCL",2018,NA,NA,NA
"NCL",2019,"1990","1990","1990"
"NCL",2020,"1990","1990","1990"
"NCL",2021,"1990","1990","1990"
"NCL",2022,"2017","2017","2017"
"NER",2016,"2006","2006","2006"
"NER",2017,"2006","2006","2006"
"NER",2018,"2006","2006","2006"
"NER",2019,"2006","2006","2006"
"NER",2020,"2015","2015","2015"
"NER",2021,"2015","2015","2015"
"NER",2022,"2015","2015","2015"
"NGA",2016,"2010","2010","2010"
"NGA",2017,"2010","2010","2010"
"NGA",2018,"2010","2010","2010"
"NGA",2019,"2010","2010","2010"
"NGA",2020,"2010","2010","2010"
"NGA",2021,"2010","2010","2010"
"NGA",2022,"2010","2010","2010"
"NIC",2016,"2006","2006","2006"
"NIC",2017,"2006","2006","2006"
"NIC",2018,"1994","1994","1994"
"NIC",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NIC",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NIC",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NIC",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NLD",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NOR",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NPL",2016,"2000/01","2000/01","2001"
"NPL",2017,"2000/01","2000/01","2001"
"NPL",2018,"2000/01","2000/01","2001"
"NPL",2019,"2000/01","2000/01","2001"
"NPL",2020,"2000/01","2000/01","2001"
"NPL",2021,"2011/12","2011/12","2012"
"NPL",2022,"2010/11","2010/11","2011"
"NRU",2016,NA,NA,NA
"NRU",2017,"2007","2007","2007"
"NRU",2018,"2007","2007","2007"
"NRU",2019,"2007","2007","2007"
"NRU",2020,"2007","2007","2007"
"NRU",2021,"2007","2007","2007"
"NRU",2022,"2007","2007","2007"
"NZL",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"NZL",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"OMN",2016,"2010","2010","2010"
"OMN",2017,"2010","2010","2010"
"OMN",2018,"2010","2010","2010"
"OMN",2019,"2010","2010","2010"
"OMN",2020,"2010","2010","2010"
"OMN",2021,"2010","2010","2010"
"OMN",2022,"2018","2018","2018"
"PAK",2016,"2005/06","2005/06","2006"
"PAK",2017,"2005/06","2005/06","2006"
"PAK",2018,"2005/06","2005/06","2006"
"PAK",2019,"2005/06","2005/06","2006"
"PAK",2020,"2005/06","2005/06","2006"
"PAK",2021,"2005/06","2005/06","2006"
"PAK",2022,"2015/16","2015/16","2016"
"PAN",2016,"2007","2007","2007"
"PAN",2017,"2007","2007","2007"
"PAN",2018,"2007","2007","2007"
"PAN",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PAN",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PAN",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PAN",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PER",2016,"2007","2007","2007"
"PER",2017,"2007","2007","2007"
"PER",2018,"2007","2007","2007"
"PER",2019,"2007","2007","2007"
"PER",2020,"2007","2007","2007"
"PER",2021,"2007","2007","2007"
"PER",2022,"2007","2007","2007"
"PHL",2016,"2000","2000","2000"
"PHL",2017,"2000","2000","2000"
"PHL",2018,"2000","2000","2000"
"PHL",2019,"2000","2000","2000"
"PHL",2020,"2018","2018","2018"
"PHL",2021,"2018","2018","2018"
"PHL",2022,"2018","2018","2018"
"PLW",2016,"2004/05","2004/05","2005"
"PLW",2017,"2004/05","2004/05","2005"
"PLW",2018,"2015","2015","2015"
"PLW",2019,"2015","2015","2015"
"PLW",2020,"2015","2015","2015"
"PLW",2021,"2015","2015","2015"
"PLW",2022,"2019","2019","2019"
"PNG",2016,"1998","1998","1998"
"PNG",2017,"1998","1998","1998"
"PNG",2018,"2013","2013","2013"
"PNG",2019,"2013","2013","2013"
"PNG",2020,"2013","2013","2013"
"PNG",2021,"2013","2013","2013"
"PNG",2022,"2013","2013","2013"
"POL",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"POL",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"POL",2018,"2010","2010","2010"
"POL",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"POL",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"POL",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"POL",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRI",2016,"1953/54","1953/54","1954"
"PRI",2017,"1953/54","1953/54","1954"
"PRI",2018,"1954","1954","1954"
"PRI",2019,"1954","1954","1954"
"PRI",2020,"1954","1954","1954"
"PRI",2021,"1954","1954","1954"
"PRI",2022,"1953/54","1953/54","1954"
"PRK",2016,NA,NA,NA
"PRK",2017,NA,NA,NA
"PRK",2018,NA,NA,NA
"PRK",2019,NA,NA,NA
"PRK",2020,NA,NA,NA
"PRK",2021,NA,NA,NA
"PRK",2022,NA,NA,NA
"PRT",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRT",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"PRY",2016,"1994","1994","1994"
"PRY",2017,"1994","1994","1994"
"PRY",2018,"1994","1994","1994"
"PRY",2019,"2014","2014","2014"
"PRY",2020,"2014","2014","2014"
"PRY",2021,"2014","2014","2014"
"PRY",2022,"2014","2014","2014"
"PSE",2017,"2004","2004","2004"
"PSE",2018,"2015","2015","2015"
"PSE",2019,"2015","2015","2015"
"PSE",2020,"2015","2015","2015"
"PSE",2021,"2015","2015","2015"
"PSE",2022,"2015","2015","2015"
"PYF",2016,"1990","1990","1990"
"PYF",2017,"1990","1990","1990"
"PYF",2018,"2005","2005","2005"
"PYF",2019,"1990","1990","1990"
"PYF",2020,"1990","1990","1990"
"PYF",2021,"1990","1990","1990"
"PYF",2022,"2005","2005","2005"
"QAT",2016,"2013","2013","2013"
"QAT",2017,"2013","2013","2013"
"QAT",2018,"2013","2013","2013"
"QAT",2019,"2013","2013","2013"
"QAT",2020,"2018","2018","2018"
"QAT",2021,"2018","2018","2018"
"QAT",2022,"2018","2018","2018"
"ROM",2016,"2005","2005","2005"
"ROU",2017,"2005","2005","2005"
"ROU",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"ROU",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"ROU",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"ROU",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"ROU",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"RUS",2016,"2011","2011","2011"
"RUS",2017,"2011","2011","2011"
"RUS",2018,"2016","2016","2016"
"RUS",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"RUS",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"RUS",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"RUS",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"RWA",2016,"2011","2011","2011"
"RWA",2017,"2014","2014","2014"
"RWA",2018,"2014","2014","2014"
"RWA",2019,"2014","2014","2014"
"RWA",2020,"2017","2017","2017"
"RWA",2021,"2017","2017","2017"
"RWA",2022,"2017","2017","2017"
"SAU",2016,"2010","2010","2010"
"SAU",2017,"2010","2010","2010"
"SAU",2018,"2010","2010","2010"
"SAU",2019,"2010","2010","2010"
"SAU",2020,"2010","2010","2010"
"SAU",2021,"2010","2010","2010"
"SAU",2022,"2010","2010","2010"
"SDN",2016,"1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.","1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.","1982"
"SDN",2017,"1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.","1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.","1982"
"SDN",2018,"1996","1996","1996"
"SDN",2019,"1996","1996","1996"
"SDN",2020,"1996","1996","1996"
"SDN",2021,"1996","1996","1996"
"SDN",2022,"1996","1996","1996"
"SEN",2016,"1999","1999","1999"
"SEN",2017,"1999","1999","1999"
"SEN",2018,"1999","1999","1999"
"SEN",2019,"2014","2014","2014"
"SEN",2020,"2014","2014","2014"
"SEN",2021,"2014","2014","2014"
"SEN",2022,"2014","2014","2014"
"SGP",2016,"2010","2010","2010"
"SGP",2017,"2010","2010","2010"
"SGP",2018,"2010","2010","2010"
"SGP",2019,"2015","2015","2015"
"SGP",2020,"2015","2015","2015"
"SGP",2021,"2015","2015","2015"
"SGP",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SLB",2016,"2004","2004","2004"
"SLB",2017,"2004","2004","2004"
"SLB",2018,"2004","2004","2004"
"SLB",2019,"2004","2004","2004"
"SLB",2020,"2012","2012","2012"
"SLB",2021,"2012","2012","2012"
"SLB",2022,"2012","2012","2012"
"SLE",2016,"2006","2006","2006"
"SLE",2017,"2006","2006","2006"
"SLE",2018,"2006","2006","2006"
"SLE",2019,"2006","2006","2006"
"SLE",2020,"2006","2006","2006"
"SLE",2021,"2006","2006","2006"
"SLE",2022,"2006","2006","2006"
"SLV",2016,"1990","1990","1990"
"SLV",2017,"1990","1990","1990"
"SLV",2018,"2005","2005","2005"
"SLV",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SLV",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SLV",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SLV",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SMR",2016,"1990","1990","1990"
"SMR",2017,"1990","1990","1990"
"SMR",2018,"2007","2007","2007"
"SMR",2019,"2007","2007","2007"
"SMR",2020,"2007","2007","2007"
"SMR",2021,"2007","2007","2007"
"SMR",2022,"2007","2007","2007"
"SOM",2016,"1985","1985","1985"
"SOM",2017,"1985","1985","1985"
"SOM",2018,"1985","1985","1985"
"SOM",2019,NA,NA,NA
"SOM",2020,"2013","2013","2013"
"SOM",2021,"2013","2013","2013"
"SOM",2022,"2017","2017","2017"
"SRB",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SRB",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SRB",2018,"2010","2010","2010"
"SRB",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SRB",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SRB",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SRB",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SSD",2016,"2009","2009","2009"
"SSD",2017,"2009","2009","2009"
"SSD",2018,"2009","2009","2009"
"SSD",2019,"2009","2009","2009"
"SSD",2020,"2009","2009","2009"
"SSD",2021,"2009","2009","2009"
"SSD",2022,"2009","2009","2009"
"STP",2016,"2001","2001","2001"
"STP",2017,"2008","2008","2008"
"STP",2018,"2008","2008","2008"
"STP",2019,"2008","2008","2008"
"STP",2020,"2008","2008","2008"
"STP",2021,"2008","2008","2008"
"STP",2022,"2008","2008","2008"
"SUR",2016,"2007","2007","2007"
"SUR",2017,"2007","2007","2007"
"SUR",2018,"2007","2007","2007"
"SUR",2019,"2007","2007","2007"
"SUR",2020,"2007","2007","2007"
"SUR",2021,"2015","2015","2015"
"SUR",2022,"2015","2015","2015"
"SVK",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVK",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SVN",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWE",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"SWZ",2016,"2011","2011","2011"
"SWZ",2017,"2011","2011","2011"
"SWZ",2018,"2011","2011","2011"
"SWZ",2019,"2011","2011","2011"
"SWZ",2020,"2011","2011","2011"
"SWZ",2021,"2011","2011","2011"
"SWZ",2022,"2011","2011","2011"
"SXM",2016,NA,NA,NA
"SXM",2017,NA,NA,NA
"SXM",2018,NA,NA,NA
"SXM",2019,"2011","2011","2011"
"SXM",2020,"2011","2011","2011"
"SXM",2021,"2011","2011","2011"
"SXM",2022,NA,NA,NA
"SYC",2016,"2006","2006","2006"
"SYC",2017,"2006","2006","2006"
"SYC",2018,"2006","2006","2006"
"SYC",2019,"2006","2006","2006"
"SYC",2020,"2006","2006","2006"
"SYC",2021,"2006","2006","2006"
"SYC",2022,"2014","2014","2014"
"SYR",2016,"2000","2000","2000"
"SYR",2017,"2000","2000","2000"
"SYR",2018,"2000","2000","2000"
"SYR",2019,"2000","2000","2000"
"SYR",2020,"2000","2000","2000"
"SYR",2021,"2000","2000","2000"
"SYR",2022,"2000","2000","2000"
"TCA",2016,NA,NA,NA
"TCA",2017,NA,NA,NA
"TCA",2018,NA,NA,NA
"TCA",2019,"2012","2012","2012"
"TCA",2020,"2012","2012","2012"
"TCA",2021,"2012","2012","2012"
"TCA",2022,"2012","2012","2012"
"TCD",2016,"2005","2005","2005"
"TCD",2017,"2005","2005","2005"
"TCD",2018,"2005","2005","2005"
"TCD",2019,"2005","2005","2005"
"TCD",2020,"2005","2005","2005"
"TCD",2021,"2005","2005","2005"
"TCD",2022,"2005","2005","2005"
"TGO",2016,"2000","2000","2000"
"TGO",2017,"2000","2000","2000"
"TGO",2018,"2000","2000","2000"
"TGO",2019,"2007","2007","2007"
"TGO",2020,"2007","2007","2007"
"TGO",2021,"2016","2016","2016"
"TGO",2022,"2016","2016","2016"
"THA",2016,"2002","2002","2002"
"THA",2017,"2002","2002","2002"
"THA",2018,"2002","2002","2002"
"THA",2019,"2002","2002","2002"
"THA",2020,"2002","2002","2002"
"THA",2021,"2002","2002","2002"
"THA",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TJK",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TKM",2016,"2005","2005","2005"
"TKM",2017,"2005","2005","2005"
"TKM",2018,"2005","2005","2005"
"TKM",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TKM",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TKM",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TKM",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TLS",2017,"2010","2010","2010"
"TLS",2018,"2015","2015","2015"
"TLS",2019,"2015","2015","2015"
"TLS",2020,"2015","2015","2015"
"TLS",2021,"2015","2015","2015"
"TLS",2022,"2015","2015","2015"
"TMP",2016,"2010","2010","2010"
"TON",2016,"2010/11","2010/11","2011"
"TON",2017,"2010/11","2010/11","2011"
"TON",2018,"2011","2011","2011"
"TON",2019,"2011","2011","2011"
"TON",2020,"2017","2017","2017"
"TON",2021,"2017","2017","2017"
"TON",2022,"2016/17","2016/17","2017"
"TTO",2016,"2000","2000","2000"
"TTO",2017,"2000","2000","2000"
"TTO",2018,"2012","2012","2012"
"TTO",2019,"2012","2012","2012"
"TTO",2020,"2012","2012","2012"
"TTO",2021,"2012","2012","2012"
"TTO",2022,"2012","2012","2012"
"TUN",2016,"2010","2010","2010"
"TUN",2017,"2010","2010","2010"
"TUN",2018,"2010","2010","2010"
"TUN",2019,"2010","2010","2010"
"TUN",2020,"2010","2010","2010"
"TUN",2021,"2010","2010","2010"
"TUN",2022,"2015","2015","2015"
"TUR",2016,"1998","1998","1998"
"TUR",2017,"2010","2010","2010"
"TUR",2018,"2009","2009","2009"
"TUR",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TUR",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TUR",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TUR",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TUV",2016,"2005","2005","2005"
"TUV",2017,"2005","2005","2005"
"TUV",2018,"2005","2005","2005"
"TUV",2019,"2005","2005","2005"
"TUV",2020,"2005","2005","2005"
"TUV",2021,"2005","2005","2005"
"TUV",2022,"2016","2016","2016"
"TWN",2019,"2011","2011","2011"
"TWN",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"TZA",2016,"2007","2007","2007"
"TZA",2017,"2007","2007","2007"
"TZA",2018,"2007","2007","2007"
"TZA",2019,"2015","2015","2015"
"TZA",2020,"2015","2015","2015"
"TZA",2021,"2015","2015","2015"
"TZA",2022,"2015","2015","2015"
"UGA",2016,"2009/10","2009/10","2010"
"UGA",2017,"2009/10","2009/10","2010"
"UGA",2018,"2009/10","2009/10","2010"
"UGA",2019,"2009/10","2009/10","2010"
"UGA",2020,"2016/2017","2016/2017","2020"
"UGA",2021,"2016/2017","2016/2017","2020"
"UGA",2022,"2016/2017","2016/2017","2020"
"UKR",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UKR",2017,"2010","2010","2010"
"UKR",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UKR",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UKR",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UKR",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UKR",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"URY",2016,"2005","2005","2005"
"URY",2017,"2005","2005","2005"
"URY",2018,"2005","2005","2005"
"URY",2019,"2005","2005","2005"
"URY",2020,"2005","2005","2005"
"URY",2021,"2016","2016","2016"
"URY",2022,"2016","2016","2016"
"USA",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"USA",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2016,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2017,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2018,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"UZB",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"VCT",2016,"2006","2006","2006"
"VCT",2017,"2006","2006","2006"
"VCT",2018,"2006","2006","2006"
"VCT",2019,"2006","2006","2006"
"VCT",2020,"2006","2006","2006"
"VCT",2021,"2006","2006","2006"
"VCT",2022,"2018","2018","2018"
"VEN",2016,"1997","1997","1997"
"VEN",2017,"1997","1997","1997"
"VEN",2018,"1997","1997","1997"
"VEN",2019,"1997","1997","1997"
"VEN",2020,"1997","1997","1997"
"VGB",2016,NA,NA,NA
"VGB",2017,NA,NA,NA
"VGB",2018,NA,NA,NA
"VGB",2019,NA,NA,NA
"VGB",2020,NA,NA,NA
"VGB",2021,NA,NA,NA
"VGB",2022,NA,NA,NA
"VIR",2016,"1982","1982","1982"
"VIR",2017,"1982","1982","1982"
"VIR",2018,"1982","1982","1982"
"VIR",2019,"2002","2002","2002"
"VIR",2020,"2002","2002","2002"
"VIR",2021,NA,NA,NA
"VIR",2022,NA,NA,NA
"VNM",2016,"2010","2010","2010"
"VNM",2017,"2010","2010","2010"
"VNM",2018,"2010","2010","2010"
"VNM",2019,"2010","2010","2010"
"VNM",2020,"2010","2010","2010"
"VNM",2021,"2010","2010","2010"
"VNM",2022,"2010","2010","2010"
"VUT",2016,"2006","2006","2006"
"VUT",2017,"2006","2006","2006"
"VUT",2018,"2006","2006","2006"
"VUT",2019,"2006","2006","2006"
"VUT",2020,"2006","2006","2006"
"VUT",2021,"2006","2006","2006"
"VUT",2022,"2006","2006","2006"
"WBG",2016,"2004","2004","2004"
"WSM",2016,"2008/09","2008/09","2009"
"WSM",2017,"2008/09","2008/09","2009"
"WSM",2018,"2008/09","2008/09","2009"
"WSM",2019,"2009","2009","2009"
"WSM",2020,"2009","2009","2009"
"WSM",2021,"2009","2009","2009"
"WSM",2022,"2013","2013","2013"
"XKX",2017,"2008","2008","2008"
"XKX",2018,"2008","2008","2008"
"XKX",2019,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"XKX",2020,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"XKX",2021,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"XKX",2022,"Original chained constant price data are rescaled.","Original chained constant price data are rescaled.",NA
"YEM",2016,"2007","2007","2007"
"YEM",2017,"1990","1990","1990"
"YEM",2018,"1990","1990","1990"
"YEM",2019,"1990","1990","1990"
"YEM",2020,"1990","1990","1990"
"YEM",2021,"1990","1990","1990"
"YEM",2022,"1990","1990","1990"
"ZAF",2016,"2010","2010","2010"
"ZAF",2017,"2010","2010","2010"
"ZAF",2018,"2010","2010","2010"
"ZAF",2019,"2010","2010","2010"
"ZAF",2020,"2010","2010","2010"
"ZAF",2021,"2010","2010","2010"
"ZAF",2022,"2015","2015","2015"
"ZAR",2016,"2005","2005","2005"
"ZMB",2016,"2010","2010","2010"
"ZMB",2017,"2010","2010","2010"
"ZMB",2018,"2010","2010","2010"
"ZMB",2019,"2010","2010","2010"
"ZMB",2020,"2010","2010","2010"
"ZMB",2021,"2010","2010","2010"
"ZMB",2022,"2010","2010","2010"
"ZWE",2016,"2009","2009","2009"
"ZWE",2017,"2009","2009","2009"
"ZWE",2018,"2009","2009","2009"
"ZWE",2019,"2012","2012","2012"
"ZWE",2020,"2012","2012","2012"
"ZWE",2021,"2012","2012","2012"
"ZWE",2022,"2012","2012","2012"
